"@campbellclaret @BorisJohnson Don’t even know why I’m responding to someone of your despicable record but I don’t believe most countries are revealing the true scale of deaths in their countries.  At least we are more transparent.  I honestly think you need serious help you are an angry bitter man"
"RT @CarlSul80702319: @jpaulcu @AdrianHarrop @Rozkez67 @BorisJohnson Shocking: we have 40k deaths with ONS excess deaths of 62k, when:-

Tai…"
"Definitely #NotMovingOnTillDomIsGone  so up yours @BorisJohnson ! https://t.co/pX07k8zHWH"
"@dadkings @UN @EU_GNSS @EUinNigeria @realDonaldTrump @StateDept @BorisJohnson @MaziNnamdiKanu @SusanMount45 @IsraelinUK @IsraeliPM @ABC @IsraelMFA This barbaric and horrible"
"RT @DaveCampaigns: Barnier doing "a Starmer" on @borisjohnson, reading out sections of the Political Agreement that Johnson is now backtrac…"
"@TaylorShone @Micailic0Mica @animalsvoice4 @TomBrow38006074 @Adriana79929839 @rissalipstick @SimcoeIs @the_little_chis @kanaka_100 @minsquish @SombergElla @TWrinklyninja @SylviaB05413603 @mnb0704 @PhaedraXTeddy @Djane_Aileen @ChinaDaily @AmbLiuXiaoMing @BorisJohnson @park_wanju @wendyharris2861 @sorayasoraya55 @MoishesMom @Ash_Pro1 @DogsofYulin @endyulin @DrTedros @trickyd90556041 @Nobbyzz @Rackapuzz1957 @gemandmoll @UNEP @LiUif @AmbLiuXiaoMing  There are Millions of Us We are Upset Frightened Angry We are desperate to get this stopped.  Please don't turn your back on millions of signatures.  You have a moral duty tell your leader. If Yulinfestival goes ahead media will be Informed with images.@unep #UN"
"@ChristineEasda1 @ghost_wales @BorisJohnson To me,  you have a very legitimate point Christine."
"RT @PeterStefanovi2: It’s Friday &amp; @BorisJohnson is hoping by Monday we shall all have forgotten how he ignored the rule of law, shut down…"
"RT @campbellclaret: Let’s call this out for what it is - a national disaster and a global embarrassment that we now lead the world in death…"
"@Kunks23Rob @campbellclaret @CleanAirLondon @BorisJohnson Bang on. Only thing they should of done was lock down earlier and been more stern on it. But these protests how are a way for idiots to act like mindless thugs suddenly the virus is nothing but these people prob lined at there kids been sent back to school. Lol"
"RT @StefSimanowitz: Highest excess deaths in world

Second highest deaths in world

Test, track &amp; trace - 3 months too late

Closing border…"
"@tom_annear @campbellclaret @BorisJohnson The prime message from Boris and his government in the last three weeks has been to follow our instincts and use good old British common sense. 
People only too happy to oblige. 😁"
"RT @Vivien__Green: @uklockdown @AndyBurnhamGM @cmmid_lshtm @BorisJohnson @MattHancock I hope all MPs in the South West are being made aware…"
"@BorisJohnson please listen....if you venture north, people are acting like this is all over. You need to enforce tighter restrictions, NOW. https://t.co/9MkjxGkpCO"
"RT @Shazzyrm: Dear @BorisJohnson Chlorinated chicken just to appease a man with a severe mental illness and won't be president this time ne…"
"RT @LisaLou2913: Something is very wrong here when loyal workers who love their job are collateral damage to an employer who  would rather…"
